286,第二军医大学,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0
287,美国威斯康辛-麦迪逊大学,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,美国威斯康辛大学,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
289,苏联莫斯科动力学院,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
290,莫斯科地质勘探学院,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
291,西安冶金建筑学院,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
292,军委测绘学院,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,合肥工业大学,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
294,德国乌尔姆大学,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
295,武汉医学院,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
296,法国巴黎居里大学,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,浙江医科大学,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298,瑞典林雪平（Linkoping）大学,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
299,美国辛辛那提大学,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300,苏北农学院,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301,长沙铁道学院,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
302,香港大学,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
303,上海复旦大学,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
304,东北师范大学,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
305,中国人民大学,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
306,中国石油大学,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
307,南开大学,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
308,宾夕法尼亚大学,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309,日本东北大学,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
310,日本北里大学,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
311,武汉建筑材料工业学院,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
312,江西农业大学,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
313,河北大学,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
314,英国巴斯大学,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
315,高雄医学大学,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,中国农业科学院,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2
317,中国地质科学院,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
318,加州大学,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
319,北京轻工业学院,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
